StichtagDatJahr,HalterId,AlterV10Cd,AlterV10Lang,AlterV10Sort,SexCd,SexLang,SexSort,KreisCd,KreisLang,KreisSort,QuarCd,QuarLang,QuarSort,Rasse1Text,Rasse2Text,RasseMischlingCd,RasseMischlingLang,RasseMischlingSort,RassentypCd,RassentypLang,RassentypSort,GebDatHundJahr,AlterVHundCd,AlterVHundLang,AlterVHundSort,SexHundCd,SexHundLang,SexHundSort,HundefarbeText,AnzHunde
2021,82508,70,70- bis 79-Jährige,8,2,weiblich,2,8,Kreis 8,8,81,Seefeld,81,Beagle,,1,Rassehund,1,K,Kleinwüchsig,1,2018,2,2-Jährige,2,1,männlich,1,tricolor,1
2021,82509,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Boxer,Labrador Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2012,8,8-Jährige,8,1,männlich,1,schwarz/weiss,1
2021,82510,60,60- bis 69-Jährige,7,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,West Highland White Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,1,männlich,1,weiss,1
2021,82518,70,70- bis 79-Jährige,8,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Podenco Canario,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,2,weiblich,2,beige,1
2021,82538,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Dachshund,,1,Rassehund,1,K,Kleinwüchsig,1,2016,4,4-Jährige,4,2,weiblich,2,rot/braun,1
2021,82543,80,80- bis 89-Jährige,9,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Beagle,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2010,10,10-Jährige,10,2,weiblich,2,tricolor,1
2021,82545,80,80- bis 89-Jährige,9,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Zwergschnauzer,,1,Rassehund,1,K,Kleinwüchsig,1,2008,12,12-Jährige,12,2,weiblich,2,schwarz/weiss,1
2021,82551,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2010,10,10-Jährige,10,2,weiblich,2,grau meliert,1
2021,82553,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Deutscher Schäfer,,1,Rassehund,1,I,Rassentypenliste I,2,2017,3,3-Jährige,3,1,männlich,1,schwarz/braun,1
2021,82558,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Labrador Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2012,8,8-Jährige,8,1,männlich,1,beige,1
2021,82561,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Yorkshire Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,2,weiblich,2,blue/tan,1
2021,82567,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Papillon,,1,Rassehund,1,K,Kleinwüchsig,1,2004,16,16-Jährige,16,1,männlich,1,weiss/braun,1
2021,82574,80,80- bis 89-Jährige,9,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2007,13,13-Jährige,13,2,weiblich,2,goldbraun,1
2021,82579,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Cocker Spaniel,,1,Rassehund,1,K,Kleinwüchsig,1,2008,12,12-Jährige,12,1,männlich,1,braun/weiss,1
2021,82580,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Lagotto Romagnolo,,1,Rassehund,1,I,Rassentypenliste I,2,2008,12,12-Jährige,12,1,männlich,1,beige,1
2021,82581,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Tibet Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,2,weiblich,2,beige/schwarz,1
2021,82588,70,70- bis 79-Jährige,8,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Appenzeller Sennenhund,,1,Rassehund,1,I,Rassentypenliste I,2,2009,11,11-Jährige,11,2,weiblich,2,tricolor,1
2021,82590,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2016,4,4-Jährige,4,2,weiblich,2,schwarz/braun,1
2021,82606,80,80- bis 89-Jährige,9,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Bergamasker,Labrador Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2008,12,12-Jährige,12,1,männlich,1,grau/schwarz,1
2021,82620,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Yorkshire Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2010,10,10-Jährige,10,2,weiblich,2,schwarz/braun,1
2021,82622,50,50- bis 59-Jährige,6,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2008,12,12-Jährige,12,2,weiblich,2,weiss/braun,1
2021,82626,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Border Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,1,männlich,1,red grizzle,1
2021,82631,50,50- bis 59-Jährige,6,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Jack Russel Terrier,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2008,12,12-Jährige,12,1,männlich,1,weiss/schwarz,1
2021,82636,90,90- bis 99-Jährige,10,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2010,10,10-Jährige,10,1,männlich,1,schwarz/weiss,1
2021,82640,70,70- bis 79-Jährige,8,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Dachshund,,1,Rassehund,1,K,Kleinwüchsig,1,2010,10,10-Jährige,10,1,männlich,1,schwarz,1
2021,82643,60,60- bis 69-Jährige,7,1,männlich,1,3,Kreis 3,3,33,Friesenberg,33,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,1,männlich,1,weiss,1
2021,82646,60,60- bis 69-Jährige,7,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Zwergpudel,,1,Rassehund,1,K,Kleinwüchsig,1,2020,0,0-Jährige,0,2,weiblich,2,schwarz,1
2021,82653,70,70- bis 79-Jährige,8,1,männlich,1,5,Kreis 5,5,52,Escher Wyss,52,Border Collie,Entlebucher,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2016,4,4-Jährige,4,1,männlich,1,tricolor,1
2021,82653,70,70- bis 79-Jährige,8,1,männlich,1,5,Kreis 5,5,52,Escher Wyss,52,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,beige/schwarz,1
2021,82655,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Husky,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2016,4,4-Jährige,4,2,weiblich,2,grau/weiss,1
2021,82655,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Malteser,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2010,10,10-Jährige,10,2,weiblich,2,weiss/grau,1
2021,82655,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2007,13,13-Jährige,13,2,weiblich,2,grau,1
2021,82655,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2011,9,9-Jährige,9,1,männlich,1,schwarz/braun,1
2021,82661,80,80- bis 89-Jährige,9,1,männlich,1,7,Kreis 7,7,74,Witikon,74,Labrador Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2016,4,4-Jährige,4,2,weiblich,2,gelb,1
2021,82668,70,70- bis 79-Jährige,8,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Norwich Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2011,9,9-Jährige,9,2,weiblich,2,rot,1
2021,82671,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Bulldog,,1,Rassehund,1,I,Rassentypenliste I,2,2020,0,0-Jährige,0,2,weiblich,2,rot,2
2021,82671,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Continental Bulldog,,1,Rassehund,1,I,Rassentypenliste I,2,2010,10,10-Jährige,10,2,weiblich,2,schwarz/weiss,1
2021,82671,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Continental Bulldog,,1,Rassehund,1,I,Rassentypenliste I,2,2012,8,8-Jährige,8,2,weiblich,2,gestromt,1
2021,82671,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Continental Bulldog,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,2,weiblich,2,rot/weiss,1
2021,82671,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Continental Bulldog,,1,Rassehund,1,I,Rassentypenliste I,2,2015,5,5-Jährige,5,2,weiblich,2,rot/weiss,1
2021,82671,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Continental Bulldog,,1,Rassehund,1,I,Rassentypenliste I,2,2016,4,4-Jährige,4,2,weiblich,2,schwarz/weiss,1
2021,82671,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Continental Bulldog,,1,Rassehund,1,I,Rassentypenliste I,2,2017,3,3-Jährige,3,1,männlich,1,rot/weiss,1
2021,82675,70,70- bis 79-Jährige,8,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Tibet Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2017,3,3-Jährige,3,1,männlich,1,schwarz,1
2021,82676,80,80- bis 89-Jährige,9,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Französische Bulldogge,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,2,weiblich,2,schwarz/beige,1
2021,82688,70,70- bis 79-Jährige,8,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Deutscher Schäfer,Labrador Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2012,8,8-Jährige,8,2,weiblich,2,schwarz,1
2021,82690,90,90- bis 99-Jährige,10,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Zwergdackel,,1,Rassehund,1,K,Kleinwüchsig,1,2003,17,17-Jährige,17,2,weiblich,2,braun meliert,1
2021,82690,90,90- bis 99-Jährige,10,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Zwergdackel,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,1,männlich,1,beige,1
2021,82700,70,70- bis 79-Jährige,8,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Labrador Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,1,männlich,1,schwarz,1
2021,82734,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Dachshund,,1,Rassehund,1,K,Kleinwüchsig,1,2019,1,1-Jährige,1,1,männlich,1,schwarz/rot,1
2021,82739,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Cavalier King Charles Spaniel,,1,Rassehund,1,K,Kleinwüchsig,1,2012,8,8-Jährige,8,1,männlich,1,black/tan,1
2021,82751,80,80- bis 89-Jährige,9,1,männlich,1,8,Kreis 8,8,83,Weinegg,83,Pudel,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,2,weiblich,2,black/tan,1
2021,82772,70,70- bis 79-Jährige,8,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,Border Collie,,1,Rassehund,1,I,Rassentypenliste I,2,2010,10,10-Jährige,10,1,männlich,1,schwarz/weiss,1
2021,82781,50,50- bis 59-Jährige,6,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2007,13,13-Jährige,13,1,männlich,1,schwarz/braun,1
2021,82795,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Deutsche Dogge,,1,Rassehund,1,I,Rassentypenliste I,2,2012,8,8-Jährige,8,1,männlich,1,gelb,1
2021,82795,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2016,4,4-Jährige,4,2,weiblich,2,schwarz/braun,1
2021,82809,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Mudi,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2016,4,4-Jährige,4,1,männlich,1,schwarz/weiss,1
2021,82813,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Labrador Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2009,11,11-Jährige,11,2,weiblich,2,blondfarben,1
2021,82834,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Beagle,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,tricolor,1
2021,82842,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Dachshund,,1,Rassehund,1,K,Kleinwüchsig,1,2012,8,8-Jährige,8,1,männlich,1,braun,1
2021,82852,60,60- bis 69-Jährige,7,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,blue merle/weiss,1
2021,82852,60,60- bis 69-Jährige,7,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Chinese Crested Powderpuff,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,1,männlich,1,weiss/schwarz,1
2021,82856,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2007,13,13-Jährige,13,2,weiblich,2,beige/creme,1
2021,82868,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2018,2,2-Jährige,2,1,männlich,1,weiss/beige,1
2021,82868,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2010,10,10-Jährige,10,1,männlich,1,schwarz/braun,1
2021,82871,70,70- bis 79-Jährige,8,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2015,5,5-Jährige,5,2,weiblich,2,schwarz/weiss,1
2021,82878,60,60- bis 69-Jährige,7,1,männlich,1,7,Kreis 7,7,71,Fluntern,71,Zwergschnauzer,,1,Rassehund,1,K,Kleinwüchsig,1,2011,9,9-Jährige,9,1,männlich,1,weiss,1
2021,82897,60,60- bis 69-Jährige,7,2,weiblich,2,4,Kreis 4,4,44,Hard,44,Collie,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2006,14,14-Jährige,14,1,männlich,1,beige/weiss,1
2021,82901,60,60- bis 69-Jährige,7,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Siberian Husky,,1,Rassehund,1,I,Rassentypenliste I,2,2019,1,1-Jährige,1,2,weiblich,2,weiss,1
2021,82901,60,60- bis 69-Jährige,7,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Sibirischer Husky,,1,Rassehund,1,I,Rassentypenliste I,2,2015,5,5-Jährige,5,1,männlich,1,beige/rot,1
2021,82922,80,80- bis 89-Jährige,9,1,männlich,1,2,Kreis 2,2,21,Wollishofen,21,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2019,1,1-Jährige,1,2,weiblich,2,braun/beige,1
2021,82925,80,80- bis 89-Jährige,9,1,männlich,1,3,Kreis 3,3,34,Sihlfeld,34,Deutscher Schäfer,,1,Rassehund,1,I,Rassentypenliste I,2,2011,9,9-Jährige,9,2,weiblich,2,grau,1
2021,82928,60,60- bis 69-Jährige,7,2,weiblich,2,5,Kreis 5,5,51,Gewerbeschule,51,Toy Pudel,,1,Rassehund,1,K,Kleinwüchsig,1,2019,1,1-Jährige,1,1,männlich,1,schwarz,1
2021,82934,60,60- bis 69-Jährige,7,1,männlich,1,2,Kreis 2,2,23,Leimbach,23,Samojede,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,weiss,1
2021,82934,60,60- bis 69-Jährige,7,1,männlich,1,2,Kreis 2,2,23,Leimbach,23,Samojede,,1,Rassehund,1,I,Rassentypenliste I,2,2019,1,1-Jährige,1,2,weiblich,2,weiss,1
2021,82951,70,70- bis 79-Jährige,8,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Golden Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,golden,1
2021,82973,80,80- bis 89-Jährige,9,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Yorkshire Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2011,9,9-Jährige,9,2,weiblich,2,grau/braun,1
2021,82981,70,70- bis 79-Jährige,8,1,männlich,1,12,Kreis 12,12,123,Hirzenbach,123,Flat Coated Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2018,2,2-Jährige,2,2,weiblich,2,schwarz,1
2021,82987,50,50- bis 59-Jährige,6,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Labrador Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2017,3,3-Jährige,3,2,weiblich,2,gelb,1
2021,82988,50,50- bis 59-Jährige,6,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Siberian Husky,,1,Rassehund,1,I,Rassentypenliste I,2,2015,5,5-Jährige,5,2,weiblich,2,grau/weiss,1
2021,82993,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Eurasier,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,rot/grau,1
2021,82993,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Eurasier,,1,Rassehund,1,I,Rassentypenliste I,2,2017,3,3-Jährige,3,1,männlich,1,rot/grau,1
2021,82993,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Eurasier,,1,Rassehund,1,I,Rassentypenliste I,2,2017,3,3-Jährige,3,2,weiblich,2,grau,1
2021,83049,70,70- bis 79-Jährige,8,1,männlich,1,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,weiss/beige,1
2021,83052,50,50- bis 59-Jährige,6,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Bolonka Zwetna,,1,Rassehund,1,K,Kleinwüchsig,1,2016,4,4-Jährige,4,2,weiblich,2,schwarz,1
2021,83084,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Malteser,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,weiss,1
2021,83090,70,70- bis 79-Jährige,8,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Australian Shepherd,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2010,10,10-Jährige,10,1,männlich,1,braun/grau,1
2021,83095,80,80- bis 89-Jährige,9,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Kooikerhondje,,1,Rassehund,1,K,Kleinwüchsig,1,2008,12,12-Jährige,12,1,männlich,1,rot/weiss,1
2021,83102,70,70- bis 79-Jährige,8,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Vizsla,,1,Rassehund,1,I,Rassentypenliste I,2,2001,19,19-Jährige,19,2,weiblich,2,golden,1
2021,83108,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,rehbraun,1
2021,83126,60,60- bis 69-Jährige,7,2,weiblich,2,8,Kreis 8,8,83,Weinegg,83,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2013,7,7-Jährige,7,1,männlich,1,beige/schwarz,1
2021,83128,50,50- bis 59-Jährige,6,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Dachshund,,1,Rassehund,1,K,Kleinwüchsig,1,2018,2,2-Jährige,2,1,männlich,1,blau,1
2021,83128,50,50- bis 59-Jährige,6,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Dachshund,,1,Rassehund,1,K,Kleinwüchsig,1,2018,2,2-Jährige,2,1,männlich,1,braun,1
2021,83130,70,70- bis 79-Jährige,8,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Zwergpudel,,1,Rassehund,1,K,Kleinwüchsig,1,2016,4,4-Jährige,4,2,weiblich,2,black/tan,1
2021,83133,70,70- bis 79-Jährige,8,1,männlich,1,2,Kreis 2,2,24,Enge,24,Berner Sennenhund,,1,Rassehund,1,I,Rassentypenliste I,2,2019,1,1-Jährige,1,2,weiblich,2,tricolor,1
2021,83134,80,80- bis 89-Jährige,9,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Australian Shepherd,,1,Rassehund,1,I,Rassentypenliste I,2,2009,11,11-Jährige,11,2,weiblich,2,tricolor,1
2021,83141,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Boxer,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,gestromt,1
2021,83141,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Pekingese,,1,Rassehund,1,K,Kleinwüchsig,1,2008,12,12-Jährige,12,2,weiblich,2,braun,1
2021,83141,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Pekingese,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,2,weiblich,2,braun/weiss,1
2021,83154,60,60- bis 69-Jährige,7,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Golden Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,2,weiblich,2,golden,1
2021,83168,60,60- bis 69-Jährige,7,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Mittelschnauzer,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,pfeffer/salz,1
2021,83171,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Airedale Terrier,,1,Rassehund,1,I,Rassentypenliste I,2,2006,14,14-Jährige,14,1,männlich,1,black/tan,1
2021,83171,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,schwarz/weiss,1
2021,83171,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2016,4,4-Jährige,4,2,weiblich,2,beige/braun,1
2021,83171,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Zwergpinscher,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,1,männlich,1,rehbraun,1
2021,83180,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,24,Enge,24,Jack Russel Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2005,15,15-Jährige,15,1,männlich,1,weiss/rot,1
2021,83187,60,60- bis 69-Jährige,7,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,Schäfer,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2015,5,5-Jährige,5,1,männlich,1,tricolor,1
2021,83194,90,90- bis 99-Jährige,10,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2010,10,10-Jährige,10,2,weiblich,2,braun/schwarz,1
2021,83216,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Entlebucher Sennenhund,Appenzeller Sennenhund,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2007,13,13-Jährige,13,1,männlich,1,tricolor,1
2021,83217,80,80- bis 89-Jährige,9,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Collie,,1,Rassehund,1,I,Rassentypenliste I,2,2018,2,2-Jährige,2,1,männlich,1,schwarz/weiss,1
2021,83230,80,80- bis 89-Jährige,9,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Cocker Spaniel,,1,Rassehund,1,K,Kleinwüchsig,1,2010,10,10-Jährige,10,1,männlich,1,rot,1
2021,83234,60,60- bis 69-Jährige,7,2,weiblich,2,12,Kreis 12,12,121,Saatlen,121,Airedale Terrier,,1,Rassehund,1,I,Rassentypenliste I,2,2018,2,2-Jährige,2,2,weiblich,2,black/tan,1
2021,83248,50,50- bis 59-Jährige,6,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Jack Russel Terrier,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,tricolor,1
2021,83256,50,50- bis 59-Jährige,6,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Labrador Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2012,8,8-Jährige,8,2,weiblich,2,schwarz,1
2021,83258,60,60- bis 69-Jährige,7,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Rauhaar Dackel,Dachshund,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2019,1,1-Jährige,1,1,männlich,1,schwarz/rot,1
