StichtagDatJahr,HalterId,AlterV10Cd,AlterV10Lang,AlterV10Sort,SexCd,SexLang,SexSort,KreisCd,KreisLang,KreisSort,QuarCd,QuarLang,QuarSort,Rasse1Text,Rasse2Text,RasseMischlingCd,RasseMischlingLang,RasseMischlingSort,RassentypCd,RassentypLang,RassentypSort,GebDatHundJahr,AlterVHundCd,AlterVHundLang,AlterVHundSort,SexHundCd,SexHundLang,SexHundSort,HundefarbeText,AnzHunde
2021,120314,30,30- bis 39-Jährige,4,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Jack Russel Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2011,9,9-Jährige,9,1,männlich,1,tricolor,1
2021,120330,50,50- bis 59-Jährige,6,1,männlich,1,7,Kreis 7,7,73,Hirslanden,73,Golden Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2012,8,8-Jährige,8,2,weiblich,2,weiss,1
2021,120364,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Appenzeller Sennenhund,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2011,9,9-Jährige,9,2,weiblich,2,schwarz/weiss/braun,1
2021,120401,40,40- bis 49-Jährige,5,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Bichon Havanais,,1,Rassehund,1,K,Kleinwüchsig,1,2020,0,0-Jährige,0,1,männlich,1,weiss/schwarz,1
2021,120408,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Mops,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,beige,1
2021,120416,60,60- bis 69-Jährige,7,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Labrador Retriever,Golden Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2010,10,10-Jährige,10,1,männlich,1,schwarz,1
2021,120420,60,60- bis 69-Jährige,7,1,männlich,1,7,Kreis 7,7,71,Fluntern,71,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2011,9,9-Jährige,9,2,weiblich,2,braun,1
2021,120430,50,50- bis 59-Jährige,6,1,männlich,1,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,weiss/braun/schwarz,1
2021,120433,60,60- bis 69-Jährige,7,1,männlich,1,4,Kreis 4,4,42,Langstrasse,42,Thai Ridgeback,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2011,9,9-Jährige,9,2,weiblich,2,grau/schwarz,1
2021,120440,40,40- bis 49-Jährige,5,1,männlich,1,2,Kreis 2,2,21,Wollishofen,21,Epagneul Breton (Bretonischer Vorstehhund),,1,Rassehund,1,I,Rassentypenliste I,2,2009,11,11-Jährige,11,1,männlich,1,braun/weiss,2
2021,120440,40,40- bis 49-Jährige,5,1,männlich,1,2,Kreis 2,2,21,Wollishofen,21,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,0,0-Jährige,0,2,weiblich,2,schwarz,1
2021,120441,30,30- bis 39-Jährige,4,1,männlich,1,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,1,männlich,1,beige,1
2021,120469,50,50- bis 59-Jährige,6,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,Malinois,,1,Rassehund,1,I,Rassentypenliste I,2,2018,2,2-Jährige,2,2,weiblich,2,schwarz,1
2021,120471,50,50- bis 59-Jährige,6,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Jack Russel Terrier,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,schwarz/weiss/braun,1
2021,120522,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Border Collie,,1,Rassehund,1,I,Rassentypenliste I,2,2019,1,1-Jährige,1,2,weiblich,2,tricolor,1
2021,120568,40,40- bis 49-Jährige,5,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Irish Soft Coated Wheaten Terrier,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,beige,1
2021,120574,70,70- bis 79-Jährige,8,2,weiblich,2,1,Kreis 1,1,13,Lindenhof,13,Französische Bulldogge,,1,Rassehund,1,K,Kleinwüchsig,1,2019,1,1-Jährige,1,2,weiblich,2,blue/tan,1
2021,120583,50,50- bis 59-Jährige,6,1,männlich,1,4,Kreis 4,4,42,Langstrasse,42,Pinscher,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,1,männlich,1,schwarz,1
2021,120583,50,50- bis 59-Jährige,6,1,männlich,1,4,Kreis 4,4,42,Langstrasse,42,Yorkshire Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,2,weiblich,2,black/tan,1
2021,120584,30,30- bis 39-Jährige,4,2,weiblich,2,5,Kreis 5,5,51,Gewerbeschule,51,Französische Bulldogge,,1,Rassehund,1,K,Kleinwüchsig,1,2011,9,9-Jährige,9,1,männlich,1,schwarz gestromt,1
2021,120604,80,80- bis 89-Jährige,9,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Bolonka Zwetna,,1,Rassehund,1,K,Kleinwüchsig,1,2008,12,12-Jährige,12,1,männlich,1,braun,1
2021,120605,40,40- bis 49-Jährige,5,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Golden Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,golden,1
2021,120632,20,20- bis 29-Jährige,3,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,braun/weiss,1
2021,120632,20,20- bis 29-Jährige,3,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,tricolor,1
2021,120641,30,30- bis 39-Jährige,4,1,männlich,1,7,Kreis 7,7,71,Fluntern,71,Golden Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,1,männlich,1,blondfarben,1
2021,120659,50,50- bis 59-Jährige,6,1,männlich,1,7,Kreis 7,7,73,Hirslanden,73,Labrador,Pudel,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,braun,1
2021,120696,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,1,männlich,1,beige,1
2021,120714,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Havaneser,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,hellfarben,1
2021,120719,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Dogo Canario,,1,Rassehund,1,I,Rassentypenliste I,2,2011,9,9-Jährige,9,2,weiblich,2,schwarz,1
2021,120721,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Pinscher,Jack Russel Terrier,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,braun,1
2021,120727,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2014,6,6-Jährige,6,1,männlich,1,fauve,1
2021,120733,50,50- bis 59-Jährige,6,1,männlich,1,7,Kreis 7,7,74,Witikon,74,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2012,8,8-Jährige,8,1,männlich,1,beige,1
2021,120734,70,70- bis 79-Jährige,8,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,2,weiblich,2,beige,1
2021,120734,70,70- bis 79-Jährige,8,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,braun,1
2021,120734,70,70- bis 79-Jährige,8,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,braun/weiss,1
2021,120738,50,50- bis 59-Jährige,6,1,männlich,1,3,Kreis 3,3,34,Sihlfeld,34,Whippet,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,1,männlich,1,braun/weiss,1
2021,120741,70,70- bis 79-Jährige,8,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Bolonka Zwetna,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,schwarz/weiss,1
2021,120744,30,30- bis 39-Jährige,4,2,weiblich,2,2,Kreis 2,2,24,Enge,24,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2012,8,8-Jährige,8,1,männlich,1,schwarz,1
2021,120780,70,70- bis 79-Jährige,8,1,männlich,1,12,Kreis 12,12,123,Hirzenbach,123,Deutscher Schäfer,Labrador Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2011,9,9-Jährige,9,2,weiblich,2,beige/schwarz,1
2021,120781,70,70- bis 79-Jährige,8,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Cavalier King Charles Spaniel,,1,Rassehund,1,K,Kleinwüchsig,1,2017,3,3-Jährige,3,2,weiblich,2,blenheim,1
2021,120786,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,34,Sihlfeld,34,Französische Bulldogge,,1,Rassehund,1,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,schwarz/rot,1
2021,120809,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Jack Russel Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2006,14,14-Jährige,14,1,männlich,1,tricolor,1
2021,120829,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Malteser,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,weiss,1
2021,120832,70,70- bis 79-Jährige,8,1,männlich,1,4,Kreis 4,4,42,Langstrasse,42,Jack Russel Terrier,Chihuahua,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2009,11,11-Jährige,11,1,männlich,1,weiss/schwarz,1
2021,120833,50,50- bis 59-Jährige,6,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2012,8,8-Jährige,8,2,weiblich,2,braun,1
2021,120846,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Malteser,Bolonka Zwetna,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2013,7,7-Jährige,7,2,weiblich,2,tricolor,1
2021,120852,40,40- bis 49-Jährige,5,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2013,7,7-Jährige,7,2,weiblich,2,schwarz/weiss,1
2021,120859,30,30- bis 39-Jährige,4,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2011,9,9-Jährige,9,1,männlich,1,braun/schwarz,1
2021,120860,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2012,8,8-Jährige,8,1,männlich,1,beige,1
2021,120894,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Australian Shepherd,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,1,männlich,1,schwarz/weiss/braun,1
2021,120895,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Französische Bulldogge,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,schwarz/weiss,1
2021,120899,30,30- bis 39-Jährige,4,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Bernhardiner,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,1,männlich,1,rot/weiss,1
2021,120910,30,30- bis 39-Jährige,4,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Australian Cattle Dog,,1,Rassehund,1,I,Rassentypenliste I,2,2010,10,10-Jährige,10,1,männlich,1,tricolor,1
2021,120958,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,2,weiblich,2,tricolor,1
2021,120958,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,English Pointer,,1,Rassehund,1,I,Rassentypenliste I,2,2018,2,2-Jährige,2,2,weiblich,2,weiss/rot,1
2021,120963,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,West Highland White Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2011,9,9-Jährige,9,1,männlich,1,weiss,1
2021,120969,40,40- bis 49-Jährige,5,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Norwegischer Buhund,,1,Rassehund,1,I,Rassentypenliste I,2,2010,10,10-Jährige,10,2,weiblich,2,beige,1
2021,120998,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,34,Sihlfeld,34,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2011,9,9-Jährige,9,1,männlich,1,gestromt,1
2021,121019,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Australien Kelpie,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,1,männlich,1,braun/weiss,1
2021,121019,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Volpino Italiano,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2007,13,13-Jährige,13,2,weiblich,2,weiss/rot,1
2021,121020,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Zwergspitz,Pomeranian,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2011,9,9-Jährige,9,2,weiblich,2,orange,1
2021,121020,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Zwergspitz,Pomeranian,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2013,7,7-Jährige,7,1,männlich,1,braun,1
2021,121044,30,30- bis 39-Jährige,4,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2010,10,10-Jährige,10,2,weiblich,2,braun/weiss,1
2021,121047,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2008,12,12-Jährige,12,1,männlich,1,creme,1
2021,121051,30,30- bis 39-Jährige,4,1,männlich,1,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Yorkshire Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,1,männlich,1,grau/beige,1
2021,121062,50,50- bis 59-Jährige,6,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Malteser,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,weiss,1
2021,121079,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Deutscher Schäferhund,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2020,0,0-Jährige,0,2,weiblich,2,schwarz/braun,1
2021,121092,70,70- bis 79-Jährige,8,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Norwich Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,2,weiblich,2,black/tan,1
2021,121118,40,40- bis 49-Jährige,5,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2017,3,3-Jährige,3,2,weiblich,2,schwarz,1
2021,121125,30,30- bis 39-Jährige,4,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Mastino Napoletano,,1,Rassehund,1,I,Rassentypenliste I,2,2020,0,0-Jährige,0,1,männlich,1,falb,1
2021,121128,50,50- bis 59-Jährige,6,2,weiblich,2,3,Kreis 3,3,34,Sihlfeld,34,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,braun,1
2021,121135,50,50- bis 59-Jährige,6,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Flat Coated Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,1,männlich,1,schwarz,1
2021,121149,30,30- bis 39-Jährige,4,2,weiblich,2,4,Kreis 4,4,42,Langstrasse,42,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2009,11,11-Jährige,11,1,männlich,1,braun/weiss,1
2021,121165,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Bolonka Zwetna,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,braun/weiss,1
2021,121215,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Dachshund,,1,Rassehund,1,K,Kleinwüchsig,1,2019,1,1-Jährige,1,2,weiblich,2,rot,1
2021,121216,50,50- bis 59-Jährige,6,1,männlich,1,7,Kreis 7,7,73,Hirslanden,73,Shetland Sheepdog,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,braun/weiss,1
2021,121217,20,20- bis 29-Jährige,3,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Französische Bulldogge,,1,Rassehund,1,K,Kleinwüchsig,1,2018,2,2-Jährige,2,2,weiblich,2,schwarz,1
2021,121222,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2008,12,12-Jährige,12,2,weiblich,2,grau,1
2021,121223,50,50- bis 59-Jährige,6,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Beagle,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,tricolor,1
2021,121225,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Havaneser,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,schwarz/weiss,1
2021,121229,50,50- bis 59-Jährige,6,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Golden Retriever,Pudel,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2014,6,6-Jährige,6,1,männlich,1,blondfarben,1
2021,121282,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Lagotto Romagnolo,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,2,weiblich,2,weiss,1
2021,121284,50,50- bis 59-Jährige,6,1,männlich,1,3,Kreis 3,3,34,Sihlfeld,34,Shih Tzu,,1,Rassehund,1,K,Kleinwüchsig,1,2019,1,1-Jährige,1,2,weiblich,2,grau/braun/weiss,1
2021,121331,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Tibet Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,2,weiblich,2,schwarz/braun/weiss,1
2021,121334,70,70- bis 79-Jährige,8,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Malteser,Havaneser,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,schwarz/weiss,1
2021,121341,30,30- bis 39-Jährige,4,1,männlich,1,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Deutscher Boxer,,1,Rassehund,1,I,Rassentypenliste I,2,2017,3,3-Jährige,3,1,männlich,1,gestromt,1
2021,121454,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2011,9,9-Jährige,9,2,weiblich,2,beige/weiss,1
2021,121455,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Basenji,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,rot/weiss,1
2021,121455,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2012,8,8-Jährige,8,1,männlich,1,tricolor,1
2021,121465,40,40- bis 49-Jährige,5,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Chihuahua,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,2,weiblich,2,weiss/beige,1
2021,121476,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Yorkshire Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,schwarz/braun,1
2021,121477,70,70- bis 79-Jährige,8,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Labrador Retriever,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,schwarz,1
2021,121486,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Langhaardackel,,1,Rassehund,1,K,Kleinwüchsig,1,2001,19,19-Jährige,19,2,weiblich,2,rotbraun,1
2021,121500,40,40- bis 49-Jährige,5,1,männlich,1,6,Kreis 6,6,63,Oberstrass,63,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2012,8,8-Jährige,8,2,weiblich,2,braun gestromt,1
2021,121503,50,50- bis 59-Jährige,6,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2016,4,4-Jährige,4,2,weiblich,2,braun,1
2021,121503,50,50- bis 59-Jährige,6,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2017,3,3-Jährige,3,2,weiblich,2,weiss/schwarz,1
2021,121517,20,20- bis 29-Jährige,3,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Malteser,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,beige,1
2021,121524,30,30- bis 39-Jährige,4,1,männlich,1,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Französische Bulldogge,,1,Rassehund,1,K,Kleinwüchsig,1,2017,3,3-Jährige,3,1,männlich,1,schwarz/weiss,1
2021,121528,50,50- bis 59-Jährige,6,2,weiblich,2,4,Kreis 4,4,44,Hard,44,Shih Tzu,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,weiss/braun,1
2021,121532,20,20- bis 29-Jährige,3,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Cocker Spaniel,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,rot,1
2021,121536,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Prager Rattler,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,braun,1
2021,121541,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Bergamasker,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2014,6,6-Jährige,6,1,männlich,1,grau,1
2021,121543,20,20- bis 29-Jährige,3,2,weiblich,2,4,Kreis 4,4,41,Werd,41,Continental Bulldog,,1,Rassehund,1,I,Rassentypenliste I,2,2014,6,6-Jährige,6,1,männlich,1,gestromt,1
2021,121545,40,40- bis 49-Jährige,5,1,männlich,1,8,Kreis 8,8,81,Seefeld,81,Mittelpudel,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,1,männlich,1,apricot,1
2021,121546,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Golden Retriever,Pudel,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2015,5,5-Jährige,5,2,weiblich,2,fawn,1
2021,121547,50,50- bis 59-Jährige,6,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2018,2,2-Jährige,2,2,weiblich,2,schwarz/grau/weiss,1
2021,121549,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Havaneser,,1,Rassehund,1,K,Kleinwüchsig,1,2012,8,8-Jährige,8,2,weiblich,2,schwarz/grau,1
2021,121549,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Shih Tzu,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,schwarz/weiss,1
2021,121557,50,50- bis 59-Jährige,6,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Yorkshire Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2014,6,6-Jährige,6,2,weiblich,2,tricolor,1
2021,121562,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Yorkshire Terrier,,1,Rassehund,1,K,Kleinwüchsig,1,2013,7,7-Jährige,7,2,weiblich,2,braun/schwarz,1
2021,121563,70,70- bis 79-Jährige,8,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Deutscher Boxer,,1,Rassehund,1,I,Rassentypenliste I,2,2013,7,7-Jährige,7,2,weiblich,2,dunkel gestromt,1
2021,121571,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2013,7,7-Jährige,7,1,männlich,1,schwarz,1
2021,121585,40,40- bis 49-Jährige,5,1,männlich,1,7,Kreis 7,7,74,Witikon,74,Malteser,,1,Rassehund,1,K,Kleinwüchsig,1,2016,4,4-Jährige,4,1,männlich,1,weiss,1
